u,x,dx,ddx
-0.587919,217.272,-154.656,67.8027
-0.584673,217.116,-154.709,55.6669
-0.581232,216.96,-154.754,45.5679
-0.577767,216.804,-154.796,36.778
-0.574553,216.652,-154.429,69.7582
-0.57218,216.496,-154.503,55.3228
-0.56866,216.34,-154.569,43.1865
-0.565188,216.188,-154.23,72.7695
-0.562975,216.032,-154.326,55.8651
-0.559207,215.88,-154.012,81.6594
-0.556944,215.724,-154.128,61.8638
-0.55334,215.572,-153.833,85.1158
-0.5508,215.42,-153.568,103.045
-0.548233,215.268,-153.33,116.507
-0.545819,215.116,-153.114,126.35
-0.543118,214.96,-153.322,92.8621
-0.539366,214.812,-152.709,144.868
-0.537703,214.66,-152.558,145.419
-0.534877,214.508,-152.419,144.628
-0.531813,214.356,-152.297,142.344
-0.528928,214.208,-151.787,179.021
-0.526819,214.06,-151.328,206.928
-0.52488,213.908,-151.315,187.432
-0.521775,213.756,-151.303,169.733
-0.518429,213.608,-150.893,193.679
-0.516361,213.46,-150.524,211.152
-0.514002,213.312,-150.19,223.262
-0.511776,213.16,-150.292,190.653
-0.508205,213.012,-149.984,202.29
-0.505965,212.864,-149.707,209.708
-0.50363,212.716,-149.457,213.623
-0.501241,212.568,-149.231,214.718
-0.498832,212.42,-149.029,213.301
-0.496346,212.272,-148.848,209.926
-0.493821,212.124,-148.683,205.352
-0.491259,211.976,-148.536,199.423
-0.488696,211.828,-148.404,192.553
-0.486071,211.68,-148.286,185.042
-0.48366,211.532,-148.177,177.27
-0.481016,211.388,-147.682,209.042
-0.479599,211.24,-147.635,192.656
-0.476802,211.096,-147.195,217.351
-0.475518,210.948,-147.197,195.292
-0.472655,210.804,-146.799,215.409
-0.47104,210.66,-146.443,229.426
-0.469347,210.516,-146.12,238.576
-0.467852,210.372,-145.83,243.62
-0.466021,210.232,-145.17,285.179
-0.465173,210.088,-144.977,275.817
-0.463182,209.944,-144.801,265.631
-0.461361,209.804,-144.244,294.671
-0.460305,209.66,-144.143,275.109
-0.458368,209.52,-143.652,296.52
-0.457419,209.376,-143.611,270.86
-0.455333,209.24,-142.773,327.42
-0.455319,209.096,-142.82,289.801
-0.453087,208.956,-142.463,296.388
-0.452113,208.816,-142.142,298.684
-0.450828,208.676,-141.851,297.706
-0.449748,208.536,-141.591,293.839
-0.448339,208.4,-140.958,327.615
-0.448399,208.26,-140.788,311.667
-0.446812,208.124,-140.231,336.039
-0.446739,207.984,-140.133,312.067
-0.445246,207.848,-139.645,329.468
-0.445041,207.712,-139.207,340.156
-0.444469,207.572,-139.211,305.505
-0.443009,207.436,-138.816,314.281
-0.442859,207.3,-138.462,318.123
-0.44212,207.164,-138.143,318.066
-0.441791,207.028,-137.854,314.943
-0.441185,206.892,-137.596,309.13
-0.440733,206.76,-136.963,341.282
-0.441269,206.624,-136.794,323.881
-0.440399,206.492,-136.242,346.573
-0.441043,206.36,-135.746,361.366
-0.441547,206.228,-135.299,369.714
-0.441712,206.096,-134.897,372.736
-0.442055,205.964,-134.535,371.449
-0.442289,205.836,-133.809,406.684
-0.44349,205.704,-133.558,390.959
-0.443774,205.576,-132.931,414.299
-0.444778,205.448,-132.367,429.096
-0.445897,205.32,-131.86,436.637
-0.44693,205.192,-131.404,438.312
-0.447833,205.064,-130.995,435.18
-0.448645,204.936,-130.625,428.38
-0.449642,204.812,-129.889,458.896
-0.451336,204.684,-129.631,438.617
-0.452351,204.556,-129.4,417.643
-0.452805,204.432,-128.79,436.631
-0.454734,204.308,-128.242,447.484
-0.456541,204.18,-128.151,411.659
-0.457225,204.056,-127.668,418.535
-0.458903,203.932,-127.232,420.12
-0.460724,203.808,-126.84,417.056
-0.462484,203.684,-126.489,410.217
-0.464139,203.56,-126.173,400.572
-0.465963,203.436,-125.888,388.826
-0.467991,203.312,-125.632,375.283
-0.469453,203.188,-125.402,360.577
-0.471346,203.064,-125.197,344.885
-0.473458,202.944,-124.61,368.834
-0.476301,202.82,-124.484,344.416
-0.477988,202.7,-123.97,361.151
-0.480929,202.58,-123.507,371.164
-0.483793,202.456,-123.49,335.564
-0.485737,202.336,-123.075,343.302
-0.488504,202.216,-122.702,346.064
-0.4914,202.096,-122.367,344.802
-0.494463,201.976,-122.065,340.374
-0.497459,201.86,-121.393,373.287
-0.50146,201.74,-121.19,356.072
-0.504259,201.628,-120.208,418.505
-0.509338,201.508,-120.119,385.357
-0.512165,201.392,-119.642,394.275
-0.516228,201.276,-119.214,397.399
-0.520461,201.16,-118.83,395.853
-0.524342,201.048,-118.084,430.719
-0.529427,200.932,-117.813,414.49
-0.533346,200.82,-117.169,437.178
-0.538465,200.708,-116.59,451.16
-0.543456,200.592,-116.468,418.009
-0.547314,200.48,-115.959,426.852
-0.552403,200.364,-115.902,389.673
-0.556351,200.248,-115.851,355.582
-0.560528,200.136,-115.404,364.572
-0.565758,200.024,-115.003,368.038
-0.571114,199.912,-114.642,367.135
-0.576389,199.8,-114.317,362.661
-0.581616,199.688,-114.024,355.539
-0.586993,199.572,-114.16,306.159
-0.591511,199.46,-113.884,303.055
-0.596881,199.344,-114.035,257.467
-0.601371,199.232,-113.77,258.108
-0.607172,199.116,-113.932,215.895
-0.611903,199.004,-113.679,219.499
-0.617923,198.892,-113.452,220.178
-0.623892,198.78,-113.245,218.729
-0.629839,198.664,-113.46,175.238
-0.63492,198.548,-113.654,138.212
-0.640046,198.432,-113.828,106.872
-0.645474,198.316,-113.984,80.548
-0.650912,198.196,-114.525,18.3919
-0.655343,198.08,-114.611,7.87947
-0.661186,197.964,-114.69,-0.732687
-0.667262,197.848,-114.758,-7.53579
-0.673355,197.728,-115.222,-53.0921
-0.678445,197.608,-115.638,-89.4125
-0.683844,197.492,-115.613,-77.8762
-0.690367,197.372,-115.989,-107.665
-0.696109,197.252,-116.328,-130.782
-0.702142,197.132,-116.634,-148.25
-0.708004,197.012,-116.909,-160.85
-0.714408,196.896,-116.755,-129.266
-0.721692,196.776,-117.018,-142.513
-0.728119,196.656,-117.254,-151.829
-0.734864,196.536,-117.466,-157.78
-0.741631,196.416,-117.657,-160.992
-0.748681,196.3,-117.43,-122.065
-0.756811,196.176,-118.024,-169.24
-0.762839,196.06,-117.759,-125.715
-0.771521,195.94,-117.921,-129.254
-0.77911,195.816,-118.466,-170.82
-0.785477,195.696,-118.558,-162.82
-0.793448,195.576,-118.639,-154.562
-0.801437,195.456,-118.712,-146.325
-0.809684,195.332,-119.178,-178.217
-0.81669,195.212,-119.198,-162.283
-0.825044,195.092,-119.214,-147.613
-0.833643,194.972,-119.229,-134.207
-0.84227,194.848,-119.643,-162.132
-0.849834,194.724,-120.015,-183.07
-0.857962,194.6,-120.349,-197.984
-0.86571,194.476,-120.65,-208.185
-0.87398,194.348,-121.321,-254.358
-0.88151,194.224,-121.525,-249.225
-0.890001,194.1,-121.708,-242.427
-0.898986,193.972,-122.272,-274.528
-0.906729,193.848,-122.381,-257.765
-0.915891,193.716,-123.278,-321.575
-0.923208,193.584,-124.085,-369.972
-0.930707,193.452,-124.811,-405.382
-0.938608,193.32,-125.464,-429.961
-0.946441,193.188,-126.052,-445.462
-0.954619,193.056,-126.579,-453.365
-0.963155,192.92,-127.453,-495.229
-0.970783,192.788,-127.84,-484.173
-0.97984,192.656,-128.189,-470.345
-0.988976,192.52,-128.898,-493.982
-0.997408,192.384,-129.538,-508.294
-1.00596,192.244,-130.515,-554.923
-1.01386,192.108,-130.996,-547.175
-1.02297,191.968,-131.825,-575.141
-1.03138,191.832,-132.172,-552.026
-1.04103,191.692,-132.886,-567.873
-1.04991,191.552,-133.527,-574.863
-1.05894,191.412,-134.102,-574.639
-1.06834,191.272,-134.621,-568.78
-1.07812,191.128,-135.488,-598.245
-1.0867,190.984,-136.267,-616.076
-1.09594,190.844,-136.567,-584.101
-1.10615,190.7,-137.238,-592.453
-1.1156,190.552,-138.242,-633.278
-1.12439,190.412,-138.345,-579.946
-1.13548,190.268,-138.837,-570.813
-1.14577,190.12,-139.679,-597.694
-1.15511,189.976,-140.037,-573.401
-1.1657,189.832,-140.359,-547.929
-1.17656,189.684,-141.048,-561.776
-1.1867,189.536,-141.668,-567.261
-1.19676,189.384,-142.627,-606.136
-1.20611,189.236,-143.089,-591.417
-1.21694,189.084,-143.904,-613.449
-1.22682,188.932,-144.638,-625.174
-1.23689,188.776,-145.697,-668.238
-1.24629,188.624,-146.25,-656.349
-1.25717,188.468,-147.144,-679.795
-1.26716,188.316,-147.551,-652.148
-1.27833,188.16,-148.319,-663.382
-1.28855,188,-149.41,-705.728
-1.29815,187.844,-149.988,-692.661
-1.30922,187.684,-150.91,-715.202
-1.31913,187.524,-151.74,-726.311
-1.32947,187.364,-152.487,-727.95
-1.34,187.204,-153.157,-721.76
-1.35089,187.04,-154.16,-749.538
-1.36087,186.876,-155.063,-764.494
-1.37109,186.712,-155.876,-768.936
-1.38169,186.544,-157.005,-804.577
-1.39142,186.376,-158.021,-825.292
-1.40138,186.208,-158.936,-833.756
-1.41182,186.04,-159.759,-832.232
-1.42264,185.872,-160.497,-822.378
-1.43364,185.7,-161.562,-846.202
-1.44353,185.528,-162.521,-857.056
-1.45384,185.356,-163.384,-857.216
-1.46435,185.18,-164.558,-888.403
-1.47423,185.004,-165.615,-904.797
-1.48438,184.828,-166.565,-908.876
-1.49495,184.648,-167.82,-943.044
-1.50467,184.472,-168.548,-920.977
-1.51571,184.288,-169.999,-973.495
-1.52503,184.108,-170.908,-966.516
-1.53572,183.924,-172.126,-991.145
-1.54575,183.74,-173.22,-1000.88
-1.55606,183.556,-174.206,-998.864
-1.56655,183.368,-175.493,-1027.13
-1.57621,183.18,-176.652,-1039.84
-1.58636,182.988,-178.092,-1079.25
-1.59575,182.796,-179.389,-1100.42
-1.60562,182.604,-180.555,-1106.43
-1.61576,182.408,-182.005,-1140.24
-1.62513,182.216,-182.904,-1115.46
-1.63579,182.02,-184.114,-1124.28
-1.64583,181.82,-185.605,-1160.42
-1.65512,181.62,-186.948,-1178.02
-1.66466,181.42,-188.152,-1179.99
-1.67448,181.22,-189.237,-1169.88
-1.68482,181.02,-190.214,-1149.97
-1.69557,180.816,-191.493,-1162.32
-1.70525,180.612,-192.642,-1160.28
-1.71546,180.408,-193.675,-1146.94
-1.72562,180.2,-195.005,-1164.64
-1.73518,179.992,-196.203,-1167.35
-1.74502,179.78,-197.677,-1197.48
-1.75434,179.572,-198.605,-1169.84
-1.76471,179.356,-200.239,-1215.64
-1.77343,179.14,-201.71,-1240.53
-1.78276,178.924,-203.032,-1248.02
-1.79234,178.704,-204.62,-1281.39
-1.80115,178.48,-206.451,-1335.61
-1.80924,178.26,-207.697,-1325.99
-1.81878,178.032,-209.617,-1384.67
-1.82668,177.804,-211.345,-1418.25
-1.83474,177.576,-212.891,-1430.26
-1.84342,177.344,-214.689,-1466.27
-1.85133,177.112,-216.303,-1480.25
-1.85965,176.88,-217.757,-1476.89
-1.86824,176.644,-219.467,-1499.36
-1.87633,176.404,-221.404,-1542.34
-1.88377,176.164,-223.144,-1561.33
-1.89179,175.924,-224.712,-1561.11
-1.89968,175.684,-226.123,-1545.24
-1.90842,175.444,-227.391,-1516.77
-1.91715,175.196,-229.329,-1558.09
-1.92429,174.952,-230.676,-1536.15
-1.93287,174.704,-232.288,-1542.89
-1.94072,174.452,-234.137,-1572.75
-1.94781,174.196,-236.198,-1620.74
-1.95447,173.944,-237.654,-1603.41
-1.96239,173.684,-239.766,-1653.37
-1.96872,173.428,-241.263,-1636.91
-1.97651,173.164,-243.408,-1686.81
-1.98253,172.9,-245.338,-1710.23
-1.98878,172.636,-247.074,-1711.95
-1.99561,172.368,-249.036,-1735.98
-2.00199,172.1,-250.799,-1737.76
-2.00882,171.832,-252.386,-1721.76
-2.01571,171.56,-254.215,-1731.63
-2.02212,171.284,-256.26,-1762.01
-2.02786,171.008,-258.096,-1768.46
-2.03406,170.728,-260.15,-1796.06
-2.03954,170.452,-261.598,-1760.31
-2.04647,170.168,-263.701,-1793.75
-2.05142,169.884,-265.532,-1796.04
-2.05709,169.6,-267.235,-1785.84
-2.06307,169.312,-269.17,-1799.79
-2.06855,169.024,-270.91,-1792.81
-2.07417,168.736,-272.473,-1768.89
-2.08044,168.448,-273.881,-1731.88
-2.08672,168.152,-275.949,-1764.61
-2.09121,167.856,-277.809,-1773.17
-2.09636,167.56,-279.479,-1761.88
-2.10194,167.264,-280.984,-1735.24
-2.10755,166.96,-283.137,-1776.17
-2.11139,166.66,-284.673,-1751.16
-2.117,166.356,-286.453,-1753.18
-2.12205,166.052,-288.057,-1737.25
-2.12723,165.744,-289.9,-1746.94
-2.13145,165.436,-291.556,-1736.93
-2.13634,165.124,-293.442,-1750.87
-2.14046,164.812,-295.141,-1744.78
-2.14503,164.496,-297.071,-1762.36
-2.14883,164.18,-298.806,-1758.73
-2.15278,163.864,-300.366,-1737.93
-2.15732,163.544,-302.169,-1743.49
-2.16143,163.224,-303.794,-1730.72
-2.16561,162.9,-305.654,-1742.72
-2.16883,162.572,-307.723,-1774.37
-2.17169,162.248,-309.188,-1742.52
-2.17594,161.916,-311.306,-1779.14
-2.17841,161.584,-313.21,-1790.72
-2.18137,161.252,-314.92,-1781.68
-2.1844,160.916,-316.861,-1796.67
-2.18698,160.58,-318.608,-1790.7
-2.19001,160.244,-320.18,-1767.95
-2.19333,159.904,-321.989,-1771.09
-2.19568,159.56,-324.018,-1795.94
-2.19743,159.216,-325.845,-1798.07
-2.19976,158.872,-327.489,-1781.7
-2.20245,158.528,-328.963,-1750.01
-2.2053,158.18,-330.691,-1746.82
-2.20734,157.832,-332.248,-1726.96
-2.20949,157.484,-333.647,-1693.19
-2.21219,157.132,-335.306,-1688.96
-2.21421,156.776,-337.2,-1708.54
-2.21544,156.424,-338.503,-1667.09
-2.21786,156.064,-340.473,-1696.49
-2.21877,155.708,-341.845,-1663.18
-2.2208,155.344,-343.881,-1699.54
-2.22127,154.984,-345.313,-1671.95
-2.22295,154.62,-346.995,-1672.04
-2.22395,154.256,-348.512,-1655.66
-2.22521,153.888,-350.279,-1665.91
-2.22574,153.52,-351.867,-1657.21
-2.22663,153.152,-353.29,-1632.91
-2.22791,152.78,-354.975,-1637.23
-2.22812,152.408,-356.491,-1624.33
-2.22891,152.036,-357.856,-1597.56
-2.22984,151.66,-359.479,-1599.17
-2.22993,151.284,-360.94,-1584.5
-2.23034,150.904,-362.656,-1596.85
-2.23008,150.52,-364.6,-1630.67
-2.22881,150.136,-366.345,-1641.29
-2.22794,149.752,-367.917,-1633.46
-2.22717,149.368,-369.331,-1610.72
-2.22704,148.984,-370.603,-1575.94
-2.22712,148.596,-372.145,-1571.71
-2.22641,148.204,-373.934,-1592.57
-2.22504,147.816,-375.143,-1553.41
-2.225,147.42,-377.031,-1586.1
-2.22288,147.024,-378.726,-1596.07
-2.22098,146.628,-380.253,-1588.38
-2.21959,146.228,-382.028,-1606.13
-2.21721,145.828,-383.625,-1604.46
-2.21544,145.424,-385.458,-1626.41
-2.21279,145.024,-386.708,-1587.93
-2.21171,144.616,-388.633,-1620.74
-2.20855,144.208,-390.366,-1631.13
-2.20579,143.8,-391.912,-1621.77
-2.20346,143.392,-393.31,-1598.52
-2.20111,142.98,-394.969,-1603.7
-2.19809,142.564,-396.862,-1631.77
-2.19427,142.152,-398.159,-1597.42
-2.19188,141.736,-399.731,-1593.98
-2.1888,141.316,-401.55,-1615.64
-2.18466,140.896,-403.183,-1616.52
-2.18113,140.476,-404.648,-1600.59
-2.17777,140.056,-405.969,-1571.69
-2.17463,139.632,-407.558,-1572.6
-2.17047,139.204,-409.388,-1597.54
-2.16591,138.78,-410.632,-1561.38
-2.16219,138.352,-412.15,-1556.2
-2.15793,137.92,-413.919,-1576.6
-2.15293,137.492,-415.107,-1536.98
-2.14941,137.06,-416.576,-1529.35
-2.14477,136.624,-418.285,-1546.41
-2.13946,136.188,-419.834,-1545.88
-2.13441,135.756,-420.83,-1490.12
-2.13048,135.32,-422.12,-1469.23
-2.12579,134.884,-423.285,-1438.09
-2.12128,134.444,-424.732,-1438.23
-2.11596,134.004,-426.036,-1423.97
-2.11093,133.564,-427.202,-1397.43
-2.10601,133.124,-428.255,-1362.27
-2.10124,132.68,-429.604,-1360.21
-2.09564,132.236,-430.819,-1344.99
-2.0904,131.792,-431.901,-1317.94
-2.08507,131.348,-432.878,-1283.18
-2.07996,130.904,-433.763,-1242.64
-2.0749,130.46,-434.56,-1197.46
-2.06992,130.012,-435.672,-1188.26
-2.06407,129.564,-436.672,-1168.74
-2.05853,129.12,-437.173,-1101.38
-2.05414,128.672,-438.027,-1076.05
-2.04857,128.22,-439.191,-1084.29
-2.04222,127.772,-439.838,-1040.03
-2.03706,127.32,-440.822,-1033.89
-2.03074,126.868,-441.708,-1018.51
-2.02463,126.416,-442.501,-995.449
-2.01878,125.96,-443.618,-1007.06
-2.01172,125.508,-444.222,-966.181
-2.00617,125.052,-445.167,-963.562
-1.99931,124.596,-446.01,-951.024
-1.99254,124.136,-447.175,-971.892
-1.98491,123.68,-447.819,-938.62
-1.97856,123.22,-448.803,-942.622
-1.97138,122.76,-449.682,-935.817
-1.96407,122.3,-450.478,-921.293
-1.9567,121.84,-451.193,-900.233
-1.94957,121.376,-452.236,-914.037
-1.94146,120.912,-453.175,-916.001
-1.93356,120.448,-454.006,-907.052
-1.92594,119.984,-454.765,-891.72
-1.91815,119.52,-455.45,-870.601
-1.91028,119.052,-456.459,-883.983
-1.9016,118.584,-457.372,-886.349
-1.89302,118.12,-457.792,-839.291
-1.88567,117.652,-458.573,-833.045
-1.87713,117.184,-459.27,-818.958
-1.8686,116.716,-459.899,-799.549
-1.86035,116.248,-460.468,-776.047
-1.85199,115.776,-461.38,-789.279
-1.8428,115.308,-461.796,-751.507
-1.83426,114.836,-462.572,-753.516
-1.82524,114.364,-463.273,-747.851
-1.81589,113.896,-463.502,-695.65
-1.80783,113.424,-464.105,-685.972
-1.79867,112.956,-464.249,-631.44
-1.79043,112.484,-464.781,-621.142
-1.78128,112.012,-465.258,-606.454
-1.7719,111.54,-465.686,-588.277
-1.76286,111.068,-466.069,-567.385
-1.75342,110.596,-466.417,-545.163
-1.74416,110.124,-466.731,-521.718
-1.73486,109.656,-466.609,-457.142
-1.72644,109.184,-466.9,-440.249
-1.71728,108.716,-466.764,-382.359
-1.70864,108.244,-467.041,-371.696
-1.69894,107.772,-467.288,-358.97
-1.68954,107.3,-467.513,-345.356
-1.6798,106.824,-468.114,-370.8
-1.66921,106.352,-468.258,-347.893
-1.6593,105.88,-468.384,-325.547
-1.64952,105.408,-468.497,-304.141
-1.63966,104.932,-468.998,-323.677
-1.62854,104.464,-468.654,-256.656
-1.61985,103.988,-469.136,-279.098
-1.60863,103.516,-469.171,-254.528
-1.59869,103.044,-469.204,-232.224
-1.58851,102.568,-469.636,-252.081
-1.5774,102.096,-469.621,-225.307
-1.56683,101.624,-469.613,-201.807
-1.55627,101.152,-469.603,-180.552
-1.54556,100.684,-469.197,-121.772
-1.53602,100.212,-469.226,-112.434
-1.52513,99.74,-469.254,-103.908
-1.51434,99.272,-468.881,-56.1522
-1.50425,98.8,-468.943,-56.6899
-1.49306,98.328,-468.999,-56.66
-1.48188,97.86,-468.651,-16.143
-1.47136,97.392,-468.338,16.8049
-1.46068,96.924,-468.059,43.006
-1.4497,96.456,-467.802,64.3401
-1.43851,95.988,-467.576,80.5154
-1.42742,95.524,-466.972,132.807
-1.41708,95.06,-466.429,173.711
-1.40662,94.592,-466.339,165.324
-1.39487,94.128,-465.857,196.853
-1.3838,93.664,-465.429,219.931
-1.37288,93.2,-465.04,236.714
-1.36149,92.736,-464.69,247.905
-1.34968,92.276,-463.972,294.726
-1.33884,91.816,-463.331,329.272
-1.32786,91.356,-462.754,353.835
-1.3166,90.896,-462.23,370.614
-1.30513,90.436,-461.762,380.227
-1.29356,89.98,-460.943,423.859
-1.28279,89.524,-460.205,455.06
-1.27176,89.068,-459.537,476.141
-1.2601,88.616,-458.541,527.842
-1.24944,88.164,-457.648,564.102
-1.23824,87.712,-456.84,588.131
-1.22687,87.264,-455.712,641.813
-1.21613,86.812,-455.099,638.667
-1.20423,86.364,-454.151,669.231
-1.1929,85.916,-453.296,687.462
-1.18138,85.468,-452.525,695.406
-1.16979,85.02,-451.835,694.542
-1.1577,84.576,-450.813,726.923
-1.14628,84.132,-449.893,745.854
-1.13442,83.688,-449.063,753.876
-1.12246,83.244,-448.317,752.64
-1.11,82.804,-447.25,783.729
-1.09819,82.36,-446.69,760.94
-1.08522,81.92,-445.778,775.599
-1.07308,81.484,-444.564,819
-1.06132,81.044,-443.872,805.907
-1.04861,80.608,-442.849,827.199
-1.03647,80.172,-441.925,836.461
-1.02388,79.736,-441.098,834.996
-1.01096,79.304,-439.957,865.229
-0.998814,78.872,-438.93,880.938
-0.986205,78.44,-438.001,885.252
-0.973239,78.008,-437.17,879.365
-0.959993,77.576,-436.421,865.81
-0.946343,77.148,-435.35,885.918
-0.933345,76.72,-434.379,893.907
-0.920221,76.296,-433.111,930.837
-0.907609,75.868,-432.372,911.211
-0.893465,75.444,-431.246,932.104
-0.880628,75.016,-430.144,947.424
-0.86699,74.592,-429.298,936.729
-0.852809,74.172,-428.14,958.322
-0.839347,73.752,-427.097,966.337
-0.825561,73.336,-425.762,1002.66
-0.812368,72.92,-424.562,1021.85
-0.798754,72.508,-423.083,1067.09
-0.785847,72.096,-421.748,1093.24
-0.772405,71.684,-420.548,1103.39
-0.758543,71.276,-419.07,1140.27
-0.745389,70.868,-417.742,1158.37
-0.731461,70.46,-416.546,1161.58
-0.717509,70.056,-415.068,1192.54
-0.703962,69.652,-413.745,1205.06
-0.689789,69.248,-412.553,1203.12
-0.675352,68.852,-410.677,1269.73
-0.66236,68.452,-409.39,1270.79
-0.648102,68.06,-407.435,1338.51
-0.634949,67.664,-406.075,1339.93
-0.620687,67.272,-404.452,1367.6
-0.606865,66.884,-402.59,1416.22
-0.593279,66.496,-400.919,1440.95
-0.579321,66.112,-399.017,1486.38
-0.56615,65.728,-397.302,1508.45
-0.55203,65.344,-395.761,1510.87
-0.537569,64.964,-393.975,1537.6
-0.523439,64.588,-391.971,1583.43
-0.510145,64.208,-390.553,1565.93
-0.494769,63.836,-388.488,1615.01
-0.481346,63.464,-386.637,1637.82
-0.467032,63.092,-384.969,1639.99
-0.452348,62.724,-383.065,1665.44
-0.438207,62.356,-381.357,1668.85
-0.423361,61.992,-379.419,1694.84
-0.408734,61.632,-377.276,1738.76
-0.395076,61.272,-375.345,1757.05
-0.380426,60.912,-373.614,1753.54
-0.365151,60.552,-372.055,1733.14
-0.349364,60.196,-370.256,1738.89
-0.334224,59.844,-368.231,1766.52
-0.319524,59.492,-366.414,1770.65
-0.304179,59.144,-364.379,1796.17
-0.289345,58.796,-362.548,1798.69
-0.273783,58.448,-360.899,1782.72
-0.257615,58.104,-359.018,1791.66
-0.241991,57.76,-357.329,1780.47
-0.225911,57.42,-355.408,1793.52
-0.210293,57.08,-353.676,1786.41
-0.194122,56.744,-351.722,1802.3
-0.178328,56.408,-349.964,1796.85
-0.161903,56.076,-347.984,1814.25
-0.145926,55.744,-346.198,1810.4
-0.129383,55.416,-344.196,1828.67
-0.113447,55.092,-341.996,1864.78
-0.0979106,54.768,-340.018,1875.18
-0.0819336,54.448,-337.833,1905.1
-0.0664282,54.128,-335.871,1909.86
-0.0504112,53.812,-333.696,1935.31
-0.0348692,53.5,-331.349,1975.38
-0.0198599,53.188,-329.237,1988.04
-0.00414129,52.88,-326.94,2017.9
0.0108937,52.572,-324.872,2021.77
0.0267014,52.268,-322.615,2044.22
0.0421224,51.964,-320.58,2042.24
0.057931,51.668,-317.952,2099.77
0.0726174,51.368,-315.989,2084.97
0.0888697,51.076,-313.425,2131.73
0.103675,50.78,-311.515,2108.43
0.119971,50.492,-308.999,2148.07
0.135119,50.204,-306.737,2158.36
0.15101,49.92,-304.301,2184.95
0.166253,49.636,-302.108,2184.65
0.182291,49.356,-299.738,2201.98
0.197968,49.08,-297.207,2233.73
0.213319,48.804,-294.93,2236.91
0.229119,48.532,-292.478,2257.18
0.24464,48.264,-289.875,2290.55
0.259851,48,-287.135,2334.34
0.274486,47.736,-284.67,2346.18
0.289975,47.476,-282.051,2372.2
0.305157,47.216,-279.697,2369.09
0.320863,46.956,-277.581,2342.55
0.337225,46.704,-274.878,2377.43
0.352233,46.452,-272.444,2381.81
0.368023,46.204,-269.855,2401.26
0.382965,45.956,-267.526,2392.72
0.399207,45.712,-265.033,2401.48
0.414635,45.472,-262.388,2424.57
0.430002,45.236,-259.61,2458.63
0.444807,44.996,-257.513,2421.17
0.461747,44.764,-254.827,2446.44
0.476787,44.536,-252.008,2482.32
0.491754,44.308,-249.473,2486.26
0.507103,44.084,-246.795,2504.18
0.522639,43.864,-243.985,2533.41
0.537432,43.644,-241.456,2531.65
0.55298,43.428,-238.782,2544.53
0.568289,43.216,-235.978,2569.12
0.583093,43.008,-233.057,2602.98
0.597613,42.8,-230.427,2604.29
0.61301,42.596,-227.663,2618.91
0.627895,42.396,-224.777,2644.21
0.642294,42.196,-222.181,2637.97
0.657707,42,-219.447,2646.27
0.67265,41.808,-216.585,2666.39
0.687101,41.62,-213.612,2695.66
0.701523,41.432,-210.939,2691.95
0.716829,41.248,-208.134,2701.86
0.731392,41.068,-205.211,2722.56
0.745716,40.892,-202.182,2751.76
0.759786,40.716,-199.457,2747.63
0.77475,40.544,-196.603,2756.77
0.789459,40.376,-193.638,2776.15
0.803421,40.216,-190.172,2843.63
0.816422,40.052,-187.454,2829.55
0.831157,39.896,-184.208,2869.67
0.844321,39.736,-181.419,2855.89
0.859696,39.588,-178.248,2890.1
0.872457,39.44,-175.129,2911.46
0.886393,39.296,-171.922,2939.45
0.89964,39.152,-169.039,2932.28
0.914048,39.012,-166.046,2936.8
0.927994,38.876,-162.954,2950.74
0.941467,38.744,-159.771,2972.37
0.954798,38.612,-156.909,2959.77
0.969006,38.488,-153.535,2999.61
0.981917,38.36,-150.901,2961.53
0.99682,38.244,-147.33,3020.85
1.00913,38.124,-144.518,2998.33
1.02317,38.008,-141.59,2989.74
1.037,37.9,-138.156,3032.55
1.04959,37.792,-135.066,3036.66
1.06283,37.688,-131.889,3049.16
1.07616,37.588,-128.63,3068.48
1.0891,37.492,-125.3,3093.09
1.10164,37.396,-122.302,3081.85
1.11531,37.304,-119.208,3081.52
1.12857,37.216,-116.024,3090.09
1.14141,37.132,-112.76,3105.81
1.15385,37.056,-109.024,3167.2
1.16532,36.98,-105.664,3184.81
1.17781,36.908,-102.242,3206.85
1.18969,36.836,-99.1638,3192.31
1.20248,36.768,-95.994,3188.34
1.21511,36.708,-92.3436,3232.85
1.22653,36.648,-89.0603,3236.18
1.23867,36.592,-85.7076,3246.13
1.25069,36.54,-82.2911,3261.44
1.2621,36.492,-78.8184,3280.84
1.27387,36.444,-75.6946,3263.38
1.28611,36.404,-72.0849,3296.28
1.29689,36.364,-68.8379,3289.6
1.30887,36.328,-65.5173,3290.93
1.32047,36.296,-62.1311,3298.73
1.3317,36.268,-58.6851,3311.71
1.34282,36.24,-55.4979,3292.56
1.35467,36.22,-51.9187,3319.48
1.36504,36.2,-48.6997,3307.7
1.37684,36.184,-45.4039,3304.75
1.38801,36.172,-42.0389,3308.99
1.39904,36.164,-38.6125,3318.96
1.40995,36.16,-35.131,3333.47
1.42026,36.156,-31.9994,3311.53
1.43176,36.156,-28.7822,3300.31
1.44285,36.16,-25.4887,3297.88
1.45354,36.168,-22.1263,3302.58
1.46409,36.18,-18.7021,3313.01
1.47452,36.192,-15.6218,3287.95
1.4854,36.208,-12.4513,3274.45
1.49634,36.224,-9.59957,3230.45
1.50792,36.244,-6.63461,3202.22
